# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Pydc4	Pydc4	NM_001177349.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pydc4	Pydc4	NM_001177350.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pyhin1	Pyhin1	NM_175026.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
R3hdm1	R3hdm1	NM_181750.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rab23	Rab23	NM_001159729.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rab23	Rab23	NM_008999.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rab3gap1	Rab3gap1	NM_178690.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rab3gap2	Rab3gap2	NM_001163754.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rab7b	Rab7b	NM_001311096.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rab7b	Rab7b	NM_145509.3		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rabgap1l	Rabgap1l	NM_001038621.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rabgap1l	Rabgap1l	NM_013862.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rasal2	Rasal2	NM_177644.5		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Rb1cc1	Rb1cc1	NM_009826.4		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Rbm44	Rbm44	NM_001033408.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rc3h1	Rc3h1	NM_001024952.2		0	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rcor3	Rcor3	NM_001290278.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rcor3	Rcor3	NM_001290279.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rcor3	Rcor3	NM_001290280.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rcor3	Rcor3	NM_001290282.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rcor3	Rcor3	NM_144814.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rd3	Rd3	NM_001177900.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rd3	Rd3	NM_001303132.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rd3	Rd3	NM_023727.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rdh10	Rdh10	NM_133832.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ren1	Ren1	NM_031192.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ren2	Ren2	NM_031193.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Resp18	Resp18	NM_009049.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Resp18	Resp18	NR_138251.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rev1	Rev1	NM_019570.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rftn2	Rftn2	NM_028713.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rfwd2	Rfwd2	NM_011931.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rfx8	Rfx8	NM_001145660.1		0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
Rgl1	Rgl1	NM_016846.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rgs1	Rgs1	NM_015811.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Rgs18	Rgs18	NM_022881.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rgs20	Rgs20	NM_001177795.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rgs20	Rgs20	NM_001290372.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rgs20	Rgs20	NM_021374.5		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rgs7	Rgs7	NM_001199003.1		0	0	2	4	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
Rgs7	Rgs7	NM_011880.3		0	0	2	4	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
Rgsl1	Rgsl1	NM_001243223.1		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Rims1	Rims1	NM_001012623.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rims1	Rims1	NM_053270.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rims1	Rims1	NM_183018.2		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Rims1	Rims1.2	NM_001012623.1.2		0	1	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0
Rims1	Rims1.2	NM_001012624.1		0	1	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0
Rims1	Rims1.2	NM_001012625.1		0	1	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0
Rnf149	Rnf149	NM_001033135.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rnf2	Rnf2	NM_011277.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rnf25	Rnf25	NM_001305230.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rnf25	Rnf25	NM_021313.3		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Rp1	Rp1	NM_001195662.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rp1	Rp1	NM_011283.2		1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
Rpl31	Rpl31	NM_001252218.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rpl31	Rpl31	NM_001252219.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rpl31	Rpl31	NM_053257.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rpl7	Rpl7	NM_011291.5		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rps6kc1	Rps6kc1	NM_178775.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rrp15	Rrp15	NM_026041.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rrs1	Rrs1	NM_021511.2		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rxrg	Rxrg	NM_001159731.1		0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Rxrg	Rxrg	NM_009107.3		0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Sag	Sag	NM_009118.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Satb2	Satb2	NM_139146.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sccpdh	Sccpdh	NM_178653.3		0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Sctr	Sctr	NM_001012322.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sctr	Sctr	NM_001311077.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Scyl3	Scyl3	NM_001286002.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Scyl3	Scyl3	NM_001286003.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Scyl3	Scyl3	NM_028776.5		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Sdccag8	Sdccag8	NM_029756.3		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Sde2	Sde2	NM_145943.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sdhc	Sdhc	NM_025321.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sele	Sele	NM_011345.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sept2	Sept2	NM_001159717.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Sept2	Sept2	NM_001159718.1		0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Sept2	Sept2	NM_001159719.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Sept2	Sept2	NM_010891.2		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Serpinb10	Serpinb10	NM_001160307.1		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Serpinb10	Serpinb10	NM_198028.3		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Serpinb11	Serpinb11	NM_025867.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Serpinb2	Serpinb2	NM_001174170.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Serpinb2	Serpinb2	NM_011111.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Serpinb3b	Serpinb3b	NM_198680.2		0	1	1	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0
Serpinb3c	Serpinb3c	NM_201363.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Serpinb3d	Serpinb3d	NM_201376.1		0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
Serpinb5	Serpinb5	NM_009257.3		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb7	Serpinb7	NM_027548.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Serpinb8	Serpinb8	NM_001159748.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Serpinb8	Serpinb8	NM_011459.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Serpinc1	Serpinc1	NM_080844.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Serpine2	Serpine2	NM_009255.4		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Sf3b1	Sf3b1	NM_031179.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sgk3	Sgk3	NM_001037759.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sgk3	Sgk3	NM_133220.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sgk3	Sgk3	NM_177547.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sgol2a	Sgol2a	NM_001177867.1		0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Sgol2a	Sgol2a	NM_199007.2		0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Sgpp2	Sgpp2	NM_001004173.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Shcbp1l	Shcbp1l	NM_001033162.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Slamf7	Slamf7	NM_144539.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Slc11a1	Slc11a1	NM_013612.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Slc19a2	Slc19a2	NM_001276455.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Slc19a2	Slc19a2	NM_054087.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Slc19a3	Slc19a3	NM_030556.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Slc35f5	Slc35f5	NM_028787.4		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Slc40a1	Slc40a1	NM_016917.2		0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Slc4a3	Slc4a3	NM_009208.3		1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
Slc9a2	Slc9a2	NM_001033289.2		0	1	1	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0
Slc9a4	Slc9a4	NM_177084.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Slco4c1	Slco4c1	NM_172658.3		0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Slco5a1	Slco5a1	NM_172841.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Slco6d1	Slco6d1	NM_001164233.1		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Slco6d1	Slco6d1	NM_027584.1		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Smg7	Smg7	NM_001005507.2		0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
Smg7	Smg7	NM_001160256.1		0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
Smg7	Smg7	NM_001160257.1		0	0	1	3	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
Smyd3	Smyd3	NM_027188.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sned1	Sned1	NM_172463.4		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Snora36b	Snora36b	NR_034044.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Snord11	Snord11	NR_028521.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Snord47	Snord47	NR_028543.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Snord70	Snord70	NR_028554.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Snrpe	Snrpe	NM_009227.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sntg1	Sntg1	NM_001290390.1		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Sntg1	Sntg1	NM_001290392.1		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Sntg1	Sntg1	NM_001290393.1		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Sntg1	Sntg1	NM_027671.5		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Soat1	Soat1	NM_009230.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Sox13	Sox13	NM_011439.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sp100	Sp100	NM_001313712.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sp100	Sp100	NM_001313713.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sp100	Sp100	NM_001313714.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sp100	Sp100	NM_013673.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sp110	Sp110	NM_030194.1		0	1	3	15	0	0	0	0	0	0	9	3	0	0	0	0	0	0	1	6
Sp110	Sp110	NM_175397.4		0	1	3	15	0	0	0	0	0	0	15	3	0	0	0	0	0	0	1	0
Sp140	Sp140	NM_001013817.2		1	3	6	16	0	1	3	0	1	1	12	6	0	0	0	0	0	0	2	0
Spag16	Spag16	NM_001271533.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spag16	Spag16	NM_025728.4		1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0
Spag16	Spag16	NM_029160.3		1	1	0	2	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0
Spata17	Spata17	NM_028848.3		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Spata45	Spata45	NM_029336.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Speg	Speg	NM_001085370.1		0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
Speg	Speg	NM_007463.4		0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
Sphkap	Sphkap	NM_172430.3		0	2	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0
Spta1	Spta1	NM_011465.4		0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
St18	St18	NM_001244692.1		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
St18	St18	NM_001244693.1		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
St18	St18	NM_173868.2		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
St18	St18	NR_045188.1		0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
St18	St18	NR_045189.1		0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Stat1	Stat1	NM_001205313.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stat1	Stat1	NM_001205314.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stat1	Stat1	NM_009283.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stat4	Stat4	NM_001308266.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Stat4	Stat4	NM_011487.5		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Steap3	Steap3	NM_001085409.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Steap3	Steap3	NM_133186.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stk11ip	Stk11ip	NM_027886.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Stk16	Stk16	NM_001277992.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Stk16	Stk16	NM_011494.5		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Stk16	Stk16	NR_102731.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Stk25	Stk25	NM_021537.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Stk36	Stk36	NM_175031.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stradb	Stradb	NM_172656.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stum	Stum	NM_001081227.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Stx6	Stx6	NM_021433.3		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sulf1	Sulf1	NM_001198565.1		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Sulf1	Sulf1	NM_001198566.1		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Sulf1	Sulf1	NM_172294.1		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Sumo1	Sumo1	NM_009460.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Susd4	Susd4	NM_144796.4		0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0
Swt1	Swt1	NM_025819.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tatdn3	Tatdn3	NM_001163421.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tatdn3	Tatdn3	NM_001163422.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tatdn3	Tatdn3	NM_026895.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tbc1d8	Tbc1d8	NM_018775.4		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tbx19	Tbx19	NM_032005.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tcea1	Tcea1	NM_001159750.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tcea1	Tcea1	NM_001159751.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tcea1	Tcea1	NM_011541.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tex30	Tex30	NM_029368.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tex35	Tex35	NM_001305059.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tex35	Tex35	NM_001305061.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tex35	Tex35	NM_001305062.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tex35	Tex35	NM_001305063.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tex35	Tex35	NM_028540.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tfap2b	Tfap2b	NM_001025305.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Tfap2b	Tfap2b	NM_001286340.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Tfap2b	Tfap2b	NM_009334.3		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Tfb2m	Tfb2m	NM_008249.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tfcp2l1	Tfcp2l1	NM_023755.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Tgfb2	Tgfb2	NM_001329107.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tgfb2	Tgfb2	NM_009367.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tgfbrap1	Tgfbrap1	NM_001013025.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thsd7b	Thsd7b	NM_172485.3		0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Tmbim1	Tmbim1	NM_027154.5		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tmco1	Tmco1	NM_001039483.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmeff2	Tmeff2	NM_019790.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmem131	Tmem131	NM_018872.2		0	0	2	3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
Tmem163	Tmem163	NM_028135.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmem177	Tmem177	NM_175106.3		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem182	Tmem182	NM_001081198.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmem185b	Tmem185b	NM_146103.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmem206	Tmem206	NM_025864.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmem63a	Tmem63a	NM_144794.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tnfrsf11a	Tnfrsf11a	NM_009399.3		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Tnn	Tnn	NM_177839.3		0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tnni1	Tnni1	NM_001112702.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tnni1	Tnni1	NM_021467.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130174.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130175.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130176.1		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130177.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130178.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130179.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130180.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_001130181.2		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnnt2	Tnnt2	NM_011619.3		1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Tnr	Tnr	NM_022312.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Tns1	Tns1	NM_001289895.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tns1	Tns1	NM_027884.3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tor1aip2	Tor1aip2	NM_001160180.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tor1aip2	Tor1aip2	NM_001160181.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
